file_path,file_name,language,duration_sec,sample_rate,source
data\processed\tamil\taf_00008_01087773670.wav,taf_00008_01087773670.wav,tamil,6.112,16000,openslr
data\processed\hindi\0211_036.wav,0211_036.wav,hindi,6.58,16000,openslr
data\processed\kannada\knf_03271_02146705534.wav,knf_03271_02146705534.wav,kannada,5.696,16000,openslr
data\processed\english\f0005_us_f0005_00039.wav,f0005_us_f0005_00039.wav,english,4.128,16000,openslr
data\processed\kannada\knf_07901_00955924144.wav,knf_07901_00955924144.wav,kannada,8.064,16000,openslr
data\processed\english\m0002_us_m0002_00075.wav,m0002_us_m0002_00075.wav,english,4.032,16000,openslr
data\processed\hindi\0169_088.wav,0169_088.wav,hindi,4.972,16000,openslr
data\processed\tamil\taf_02345_01330127238.wav,taf_02345_01330127238.wav,tamil,5.056,16000,openslr
data\processed\kannada\knf_01796_01731640805.wav,knf_01796_01731640805.wav,kannada,3.744,16000,openslr
data\processed\kannada\knf_09696_00224211693.wav,knf_09696_00224211693.wav,kannada,7.456,16000,openslr
data\processed\tamil\taf_04125_01699557548.wav,taf_04125_01699557548.wav,tamil,4.096,16000,openslr
data\processed\kannada\knf_03755_00954105465.wav,knf_03755_00954105465.wav,kannada,5.632,16000,openslr
data\processed\hindi\0128_066.wav,0128_066.wav,hindi,5.06,16000,openslr
data\processed\hindi\0136_003.wav,0136_003.wav,hindi,6.588,16000,openslr
data\processed\hindi\0201_098.wav,0201_098.wav,hindi,3.84,16000,openslr
data\processed\malayalam\mlf_03182_01489741235.wav,mlf_03182_01489741235.wav,malayalam,4.8,16000,openslr
data\processed\english\m0003_us_m0003_00217.wav,m0003_us_m0003_00217.wav,english,3.68,16000,openslr
data\processed\hindi\0244_089.wav,0244_089.wav,hindi,5.176,16000,openslr
data\processed\hindi\0308_069.wav,0308_069.wav,hindi,4.352,16000,openslr
data\processed\tamil\taf_07367_00647760336.wav,taf_07367_00647760336.wav,tamil,3.552,16000,openslr
data\processed\tamil\taf_09689_00922072099.wav,taf_09689_00922072099.wav,tamil,5.504,16000,openslr
data\processed\malayalam\mlf_06262_01124410812.wav,mlf_06262_01124410812.wav,malayalam,3.84,16000,openslr
data\processed\kannada\knf_05550_01389957660.wav,knf_05550_01389957660.wav,kannada,3.168,16000,openslr
data\processed\malayalam\mlf_04310_01672628218.wav,mlf_04310_01672628218.wav,malayalam,5.472,16000,openslr
data\processed\hindi\0290_003.wav,0290_003.wav,hindi,5.344,16000,openslr
data\processed\kannada\knf_05550_01467637362.wav,knf_05550_01467637362.wav,kannada,5.568,16000,openslr
data\processed\hindi\0215_036.wav,0215_036.wav,hindi,4.16,16000,openslr
data\processed\english\m0001_us_m0001_00279.wav,m0001_us_m0001_00279.wav,english,4.672,16000,openslr
data\processed\hindi\0281_003.wav,0281_003.wav,hindi,5.888,16000,openslr
data\processed\hindi\0239_003.wav,0239_003.wav,hindi,6.156,16000,openslr
data\processed\malayalam\mlf_02925_00909719006.wav,mlf_02925_00909719006.wav,malayalam,3.616,16000,openslr
data\processed\malayalam\mlf_02484_01056800605.wav,mlf_02484_01056800605.wav,malayalam,5.632,16000,openslr
data\processed\tamil\taf_04125_00291669160.wav,taf_04125_00291669160.wav,tamil,4.48,16000,openslr
data\processed\english\m0003_us_m0003_00132.wav,m0003_us_m0003_00132.wav,english,3.744,16000,openslr
data\processed\malayalam\mlf_06469_00361819984.wav,mlf_06469_00361819984.wav,malayalam,4.928,16000,openslr
data\processed\tamil\taf_06958_01276755546.wav,taf_06958_01276755546.wav,tamil,3.872,16000,openslr
data\processed\kannada\knf_01493_00645521302.wav,knf_01493_00645521302.wav,kannada,4.896,16000,openslr
data\processed\english\m0004_us_m0004_00072.wav,m0004_us_m0004_00072.wav,english,3.84,16000,openslr
data\processed\english\m0003_us_m0003_00192.wav,m0003_us_m0003_00192.wav,english,3.456,16000,openslr
data\processed\english\f0005_us_f0005_00136.wav,f0005_us_f0005_00136.wav,english,3.776,16000,openslr
data\processed\malayalam\mlf_09845_01385615132.wav,mlf_09845_01385615132.wav,malayalam,5.824,16000,openslr
data\processed\kannada\knf_03574_00496060793.wav,knf_03574_00496060793.wav,kannada,6.08,16000,openslr
data\processed\tamil\taf_05572_00339835658.wav,taf_05572_00339835658.wav,tamil,3.104,16000,openslr
data\processed\english\m0001_us_m0001_00198.wav,m0001_us_m0001_00198.wav,english,6.464,16000,openslr
data\processed\malayalam\mlf_06469_00368181691.wav,mlf_06469_00368181691.wav,malayalam,4.192,16000,openslr
data\processed\hindi\0169_086.wav,0169_086.wav,hindi,5.736,16000,openslr
data\processed\malayalam\mlf_05401_01372576530.wav,mlf_05401_01372576530.wav,malayalam,3.232,16000,openslr
data\processed\english\m0003_us_m0003_00125.wav,m0003_us_m0003_00125.wav,english,4.864,16000,openslr
data\processed\tamil\taf_03219_01138116465.wav,taf_03219_01138116465.wav,tamil,5.664,16000,openslr
data\processed\hindi\0139_061.wav,0139_061.wav,hindi,4.448,16000,openslr
data\processed\tamil\taf_03822_01452170361.wav,taf_03822_01452170361.wav,tamil,3.712,16000,openslr
data\processed\english\m0003_us_m0003_00327.wav,m0003_us_m0003_00327.wav,english,6.24,16000,openslr
data\processed\kannada\knf_00557_00194657426.wav,knf_00557_00194657426.wav,kannada,4.8,16000,openslr
data\processed\malayalam\mlf_06262_00444732241.wav,mlf_06262_00444732241.wav,malayalam,3.904,16000,openslr
data\processed\english\m0003_us_m0003_00343.wav,m0003_us_m0003_00343.wav,english,5.376,16000,openslr
data\processed\kannada\knf_03271_01594882629.wav,knf_03271_01594882629.wav,kannada,4.096,16000,openslr
data\processed\tamil\taf_09705_00294634150.wav,taf_09705_00294634150.wav,tamil,6.656,16000,openslr
data\processed\tamil\taf_04125_01332153815.wav,taf_04125_01332153815.wav,tamil,4.384,16000,openslr
data\processed\malayalam\mlf_03228_00668533754.wav,mlf_03228_00668533754.wav,malayalam,3.904,16000,openslr
data\processed\kannada\knf_03467_00587370023.wav,knf_03467_00587370023.wav,kannada,4.672,16000,openslr
data\processed\malayalam\mlf_06469_00155138413.wav,mlf_06469_00155138413.wav,malayalam,3.808,16000,openslr
data\processed\malayalam\mlf_09852_02063451915.wav,mlf_09852_02063451915.wav,malayalam,4.448,16000,openslr
data\processed\english\f0005_us_f0005_00302.wav,f0005_us_f0005_00302.wav,english,3.2,16000,openslr
data\processed\english\f0001_us_f0001_00430.wav,f0001_us_f0001_00430.wav,english,3.584,16000,openslr
data\processed\english\m0003_us_m0003_00119.wav,m0003_us_m0003_00119.wav,english,4.416,16000,openslr
data\processed\english\f0005_us_f0005_00223.wav,f0005_us_f0005_00223.wav,english,3.648,16000,openslr
data\processed\kannada\knf_00254_01695848703.wav,knf_00254_01695848703.wav,kannada,6.4,16000,openslr
data\processed\kannada\knf_05853_01488867659.wav,knf_05853_01488867659.wav,kannada,3.424,16000,openslr
data\processed\kannada\knf_00001_00616922783.wav,knf_00001_00616922783.wav,kannada,6.592,16000,openslr
data\processed\tamil\taf_02916_02098927136.wav,taf_02916_02098927136.wav,tamil,4.352,16000,openslr
data\processed\malayalam\mlf_03435_00552985767.wav,mlf_03435_00552985767.wav,malayalam,3.04,16000,openslr
data\processed\hindi\0215_025.wav,0215_025.wav,hindi,4.32,16000,openslr
data\processed\kannada\knf_09696_00703616569.wav,knf_09696_00703616569.wav,kannada,4.064,16000,openslr
data\processed\tamil\taf_02330_01154016534.wav,taf_02330_01154016534.wav,tamil,7.755,16000,openslr
data\processed\tamil\taf_03219_01666841002.wav,taf_03219_01666841002.wav,tamil,4.8,16000,openslr
data\processed\kannada\knf_01493_00249165677.wav,knf_01493_00249165677.wav,kannada,4.128,16000,openslr
data\processed\english\m0003_us_m0003_00271.wav,m0003_us_m0003_00271.wav,english,3.648,16000,openslr
data\processed\english\m0002_us_m0002_00223.wav,m0002_us_m0002_00223.wav,english,3.104,16000,openslr
data\processed\tamil\taf_02345_00336118934.wav,taf_02345_00336118934.wav,tamil,3.68,16000,openslr
data\processed\kannada\knf_00254_00255842791.wav,knf_00254_00255842791.wav,kannada,4.0,16000,openslr
data\processed\english\f0005_us_f0005_00154.wav,f0005_us_f0005_00154.wav,english,4.096,16000,openslr
data\processed\kannada\knf_09696_00097817525.wav,knf_09696_00097817525.wav,kannada,7.968,16000,openslr
data\processed\hindi\0128_069.wav,0128_069.wav,hindi,3.792,16000,openslr
data\processed\english\m0003_us_m0003_00085.wav,m0003_us_m0003_00085.wav,english,3.712,16000,openslr
data\processed\malayalam\mlf_06469_01880869218.wav,mlf_06469_01880869218.wav,malayalam,5.888,16000,openslr
data\processed\kannada\knf_05550_00208492192.wav,knf_05550_00208492192.wav,kannada,8.544,16000,openslr
data\processed\english\m0005_us_m0005_00057.wav,m0005_us_m0005_00057.wav,english,3.648,16000,openslr
data\processed\kannada\knf_03755_02055680642.wav,knf_03755_02055680642.wav,kannada,3.104,16000,openslr
data\processed\english\f0005_us_f0005_00150.wav,f0005_us_f0005_00150.wav,english,3.392,16000,openslr
data\processed\hindi\0252_036.wav,0252_036.wav,hindi,3.456,16000,openslr
data\processed\kannada\knf_01779_00232941391.wav,knf_01779_00232941391.wav,kannada,5.856,16000,openslr
data\processed\hindi\0305_003.wav,0305_003.wav,hindi,6.432,16000,openslr
data\processed\hindi\0252_086.wav,0252_086.wav,hindi,4.096,16000,openslr
data\processed\hindi\0290_008.wav,0290_008.wav,hindi,6.464,16000,openslr
data\processed\tamil\taf_04125_01500591061.wav,taf_04125_01500591061.wav,tamil,3.936,16000,openslr
data\processed\malayalam\mlf_04310_00119123999.wav,mlf_04310_00119123999.wav,malayalam,5.216,16000,openslr
data\processed\tamil\taf_03822_00626740780.wav,taf_03822_00626740780.wav,tamil,4.064,16000,openslr
data\processed\hindi\0252_061.wav,0252_061.wav,hindi,3.936,16000,openslr
data\processed\tamil\taf_09689_01635324650.wav,taf_09689_01635324650.wav,tamil,3.264,16000,openslr
data\processed\kannada\knf_07901_00359386162.wav,knf_07901_00359386162.wav,kannada,3.712,16000,openslr
data\processed\malayalam\mlf_05023_02117350274.wav,mlf_05023_02117350274.wav,malayalam,6.208,16000,openslr
data\processed\tamil\taf_02027_00139617642.wav,taf_02027_00139617642.wav,tamil,3.424,16000,openslr
data\processed\malayalam\mlf_06469_00256632947.wav,mlf_06469_00256632947.wav,malayalam,6.336,16000,openslr
data\processed\tamil\taf_02916_00620909623.wav,taf_02916_00620909623.wav,tamil,3.968,16000,openslr
data\processed\kannada\knf_03755_00530979510.wav,knf_03755_00530979510.wav,kannada,6.176,16000,openslr
data\processed\malayalam\mlf_02879_00105285503.wav,mlf_02879_00105285503.wav,malayalam,4.096,16000,openslr
data\processed\kannada\knf_00254_01374082247.wav,knf_00254_01374082247.wav,kannada,5.12,16000,openslr
data\processed\tamil\taf_09705_00396644453.wav,taf_09705_00396644453.wav,tamil,3.488,16000,openslr
data\processed\tamil\taf_07910_01388917720.wav,taf_07910_01388917720.wav,tamil,4.832,16000,openslr
data\processed\english\m0001_us_m0001_00146.wav,m0001_us_m0001_00146.wav,english,3.776,16000,openslr
data\processed\hindi\0153_087.wav,0153_087.wav,hindi,3.424,16000,openslr
data\processed\tamil\taf_07352_01007113018.wav,taf_07352_01007113018.wav,tamil,3.968,16000,openslr
data\processed\malayalam\mlf_02879_01436614100.wav,mlf_02879_01436614100.wav,malayalam,5.76,16000,openslr
data\processed\kannada\knf_01796_01259395693.wav,knf_01796_01259395693.wav,kannada,6.336,16000,openslr
data\processed\english\m0005_us_m0005_00100.wav,m0005_us_m0005_00100.wav,english,3.84,16000,openslr
data\processed\malayalam\mlf_06262_00489133957.wav,mlf_06262_00489133957.wav,malayalam,3.072,16000,openslr
data\processed\hindi\0159_025.wav,0159_025.wav,hindi,3.02,16000,openslr
data\processed\tamil\taf_05572_00840330770.wav,taf_05572_00840330770.wav,tamil,5.056,16000,openslr
data\processed\tamil\taf_04696_00224460772.wav,taf_04696_00224460772.wav,tamil,3.232,16000,openslr
data\processed\kannada\knf_05550_01759858649.wav,knf_05550_01759858649.wav,kannada,7.936,16000,openslr
data\processed\tamil\taf_09689_01702358314.wav,taf_09689_01702358314.wav,tamil,5.728,16000,openslr
data\processed\tamil\taf_04125_00232784397.wav,taf_04125_00232784397.wav,tamil,3.392,16000,openslr
data\processed\malayalam\mlf_09845_02120466510.wav,mlf_09845_02120466510.wav,malayalam,4.064,16000,openslr
data\processed\kannada\knf_01493_01972589325.wav,knf_01493_01972589325.wav,kannada,3.936,16000,openslr
data\processed\hindi\0324_008.wav,0324_008.wav,hindi,5.856,16000,openslr
data\processed\kannada\knf_01493_01218048061.wav,knf_01493_01218048061.wav,kannada,4.864,16000,openslr
data\processed\malayalam\mlf_03182_01048426879.wav,mlf_03182_01048426879.wav,malayalam,4.096,16000,openslr
data\processed\tamil\taf_05001_00713664039.wav,taf_05001_00713664039.wav,tamil,6.56,16000,openslr
data\processed\malayalam\mlf_04310_01852216644.wav,mlf_04310_01852216644.wav,malayalam,3.136,16000,openslr
data\processed\kannada\knf_07598_00280177665.wav,knf_07598_00280177665.wav,kannada,7.136,16000,openslr
data\processed\english\f0005_us_f0005_00224.wav,f0005_us_f0005_00224.wav,english,3.04,16000,openslr
data\processed\hindi\0173_036.wav,0173_036.wav,hindi,4.992,16000,openslr
data\processed\english\f0001_us_f0001_00283.wav,f0001_us_f0001_00283.wav,english,3.232,16000,openslr
data\processed\kannada\knf_07901_00799372940.wav,knf_07901_00799372940.wav,kannada,3.968,16000,openslr
data\processed\hindi\0160_036.wav,0160_036.wav,hindi,5.12,16000,openslr
data\processed\kannada\knf_05550_02041579028.wav,knf_05550_02041579028.wav,kannada,5.472,16000,openslr
data\processed\malayalam\mlf_02018_01088493834.wav,mlf_02018_01088493834.wav,malayalam,4.928,16000,openslr
data\processed\tamil\taf_05572_01636337409.wav,taf_05572_01636337409.wav,tamil,3.136,16000,openslr
data\processed\hindi\0160_008.wav,0160_008.wav,hindi,5.472,16000,openslr
data\processed\kannada\knf_01493_00659721498.wav,knf_01493_00659721498.wav,kannada,4.096,16000,openslr
data\processed\english\m0005_us_m0005_00357.wav,m0005_us_m0005_00357.wav,english,4.096,16000,openslr
data\processed\kannada\knf_05550_00085372136.wav,knf_05550_00085372136.wav,kannada,4.0,16000,openslr
data\processed\malayalam\mlf_02925_00083762970.wav,mlf_02925_00083762970.wav,malayalam,5.184,16000,openslr
data\processed\malayalam\mlf_03435_01062897333.wav,mlf_03435_01062897333.wav,malayalam,6.88,16000,openslr
data\processed\hindi\0324_003.wav,0324_003.wav,hindi,5.472,16000,openslr
data\processed\malayalam\mlf_06469_00852204173.wav,mlf_06469_00852204173.wav,malayalam,5.792,16000,openslr
data\processed\tamil\taf_05572_01181912501.wav,taf_05572_01181912501.wav,tamil,3.232,16000,openslr
data\processed\english\m0003_us_m0003_00213.wav,m0003_us_m0003_00213.wav,english,3.712,16000,openslr
data\processed\malayalam\mlf_02925_01578815239.wav,mlf_02925_01578815239.wav,malayalam,4.0,16000,openslr
data\processed\hindi\0116_008.wav,0116_008.wav,hindi,5.792,16000,openslr
data\processed\tamil\taf_07352_01125647799.wav,taf_07352_01125647799.wav,tamil,4.608,16000,openslr
data\processed\kannada\knf_03271_01127473733.wav,knf_03271_01127473733.wav,kannada,8.128,16000,openslr
data\processed\tamil\taf_02916_01309899775.wav,taf_02916_01309899775.wav,tamil,5.376,16000,openslr
data\processed\tamil\taf_07367_00456215037.wav,taf_07367_00456215037.wav,tamil,3.328,16000,openslr
data\processed\malayalam\mlf_03228_00834521997.wav,mlf_03228_00834521997.wav,malayalam,4.256,16000,openslr
data\processed\hindi\0201_036.wav,0201_036.wav,hindi,4.832,16000,openslr
data\processed\tamil\taf_03822_01729092200.wav,taf_03822_01729092200.wav,tamil,4.864,16000,openslr
data\processed\tamil\taf_03219_02043180259.wav,taf_03219_02043180259.wav,tamil,6.848,16000,openslr
data\processed\hindi\0160_086.wav,0160_086.wav,hindi,4.424,16000,openslr
data\processed\tamil\taf_02916_01469155460.wav,taf_02916_01469155460.wav,tamil,3.84,16000,openslr
data\processed\hindi\0260_003.wav,0260_003.wav,hindi,6.016,16000,openslr
data\processed\malayalam\mlf_03132_01236521746.wav,mlf_03132_01236521746.wav,malayalam,5.696,16000,openslr
data\processed\kannada\knf_03467_01584180544.wav,knf_03467_01584180544.wav,kannada,6.784,16000,openslr
data\processed\hindi\0260_025.wav,0260_025.wav,hindi,7.232,16000,openslr
data\processed\english\m0003_us_m0003_00195.wav,m0003_us_m0003_00195.wav,english,5.184,16000,openslr
data\processed\tamil\taf_02916_01368872771.wav,taf_02916_01368872771.wav,tamil,3.552,16000,openslr
data\processed\hindi\0139_028.wav,0139_028.wav,hindi,6.784,16000,openslr
data\processed\kannada\knf_05820_00356296528.wav,knf_05820_00356296528.wav,kannada,3.648,16000,openslr
data\processed\english\m0003_us_m0003_00287.wav,m0003_us_m0003_00287.wav,english,3.072,16000,openslr
data\processed\english\f0001_us_f0001_00323.wav,f0001_us_f0001_00323.wav,english,3.136,16000,openslr
data\processed\malayalam\mlf_01130_01796252017.wav,mlf_01130_01796252017.wav,malayalam,3.584,16000,openslr
data\processed\english\m0003_us_m0003_00008.wav,m0003_us_m0003_00008.wav,english,4.864,16000,openslr
data\processed\kannada\knf_03467_00226142138.wav,knf_03467_00226142138.wav,kannada,5.44,16000,openslr
data\processed\tamil\taf_07049_01125296193.wav,taf_07049_01125296193.wav,tamil,3.936,16000,openslr
data\processed\tamil\taf_04125_00251157750.wav,taf_04125_00251157750.wav,tamil,3.52,16000,openslr
data\processed\english\m0004_us_m0004_00042.wav,m0004_us_m0004_00042.wav,english,3.688,16000,openslr
data\processed\kannada\knf_06123_01180362300.wav,knf_06123_01180362300.wav,kannada,3.232,16000,openslr
data\processed\english\f0005_us_f0005_00265.wav,f0005_us_f0005_00265.wav,english,4.128,16000,openslr
data\processed\kannada\knf_07598_01563332978.wav,knf_07598_01563332978.wav,kannada,5.376,16000,openslr
data\processed\tamil\taf_07894_00810169828.wav,taf_07894_00810169828.wav,tamil,7.776,16000,openslr
data\processed\hindi\0305_086.wav,0305_086.wav,hindi,6.208,16000,openslr
data\processed\kannada\knf_00001_01474130807.wav,knf_00001_01474130807.wav,kannada,5.941,16000,openslr
data\processed\kannada\knf_00254_00991638497.wav,knf_00254_00991638497.wav,kannada,5.632,16000,openslr
data\processed\hindi\0169_069.wav,0169_069.wav,hindi,5.568,16000,openslr
data\processed\tamil\taf_06478_01662108595.wav,taf_06478_01662108595.wav,tamil,4.416,16000,openslr
data\processed\english\m0003_us_m0003_00188.wav,m0003_us_m0003_00188.wav,english,4.0,16000,openslr
data\processed\malayalam\mlf_03228_00509915912.wav,mlf_03228_00509915912.wav,malayalam,4.576,16000,openslr
data\processed\tamil\taf_02042_00248074152.wav,taf_02042_00248074152.wav,tamil,6.72,16000,openslr
data\processed\kannada\knf_03574_02070216785.wav,knf_03574_02070216785.wav,kannada,5.632,16000,openslr
data\processed\tamil\taf_02042_02085039720.wav,taf_02042_02085039720.wav,tamil,3.68,16000,openslr
data\processed\english\f0001_us_f0001_00236.wav,f0001_us_f0001_00236.wav,english,4.064,16000,openslr
data\processed\tamil\taf_03822_00175496129.wav,taf_03822_00175496129.wav,tamil,5.024,16000,openslr
data\processed\english\m0001_us_m0001_00296.wav,m0001_us_m0001_00296.wav,english,3.584,16000,openslr
data\processed\tamil\taf_01484_01402820408.wav,taf_01484_01402820408.wav,tamil,5.536,16000,openslr
data\processed\malayalam\mlf_02925_01935127081.wav,mlf_02925_01935127081.wav,malayalam,3.424,16000,openslr
data\processed\hindi\0211_088.wav,0211_088.wav,hindi,6.112,16000,openslr
data\processed\hindi\0173_087.wav,0173_087.wav,hindi,3.572,16000,openslr
data\processed\tamil\taf_04125_01421440003.wav,taf_04125_01421440003.wav,tamil,6.048,16000,openslr
data\processed\kannada\knf_01493_00520344638.wav,knf_01493_00520344638.wav,kannada,4.64,16000,openslr
data\processed\hindi\0290_089.wav,0290_089.wav,hindi,5.512,16000,openslr
data\processed\english\f0001_us_f0001_00020.wav,f0001_us_f0001_00020.wav,english,3.68,16000,openslr
data\processed\tamil\taf_07894_01693608143.wav,taf_07894_01693608143.wav,tamil,4.0,16000,openslr
data\processed\kannada\knf_03755_01904097213.wav,knf_03755_01904097213.wav,kannada,6.752,16000,openslr
data\processed\hindi\0281_086.wav,0281_086.wav,hindi,4.896,16000,openslr
data\processed\kannada\knf_00557_00385230513.wav,knf_00557_00385230513.wav,kannada,6.805,16000,openslr
data\processed\hindi\0156_098.wav,0156_098.wav,hindi,3.236,16000,openslr
data\processed\hindi\0239_087.wav,0239_087.wav,hindi,3.592,16000,openslr
data\processed\kannada\knf_03755_01209167707.wav,knf_03755_01209167707.wav,kannada,3.2,16000,openslr
data\processed\tamil\taf_00008_02137474716.wav,taf_00008_02137474716.wav,tamil,6.176,16000,openslr
data\processed\tamil\taf_00008_00554382443.wav,taf_00008_00554382443.wav,tamil,3.136,16000,openslr
data\processed\tamil\taf_03822_00488273829.wav,taf_03822_00488273829.wav,tamil,4.352,16000,openslr
data\processed\tamil\taf_00008_01666566623.wav,taf_00008_01666566623.wav,tamil,5.088,16000,openslr
data\processed\english\f0003_us_f0003_00042.wav,f0003_us_f0003_00042.wav,english,3.072,16000,openslr
data\processed\hindi\0239_008.wav,0239_008.wav,hindi,6.4,16000,openslr
data\processed\english\m0002_us_m0002_00213.wav,m0002_us_m0002_00213.wav,english,4.096,16000,openslr
data\processed\kannada\knf_00557_01945435360.wav,knf_00557_01945435360.wav,kannada,3.04,16000,openslr
data\processed\hindi\0201_008.wav,0201_008.wav,hindi,5.024,16000,openslr
data\processed\hindi\0156_061.wav,0156_061.wav,hindi,4.928,16000,openslr
data\processed\kannada\knf_05853_00385733745.wav,knf_05853_00385733745.wav,kannada,6.656,16000,openslr
data\processed\hindi\0153_036.wav,0153_036.wav,hindi,3.616,16000,openslr
data\processed\tamil\taf_06478_00986701630.wav,taf_06478_00986701630.wav,tamil,6.56,16000,openslr
data\processed\hindi\0290_036.wav,0290_036.wav,hindi,6.432,16000,openslr
data\processed\malayalam\mlf_02321_01979673633.wav,mlf_02321_01979673633.wav,malayalam,4.576,16000,openslr
data\processed\malayalam\mlf_09845_01834583404.wav,mlf_09845_01834583404.wav,malayalam,3.904,16000,openslr
data\processed\malayalam\mlf_06469_01282142938.wav,mlf_06469_01282142938.wav,malayalam,3.264,16000,openslr
data\processed\kannada\knf_05550_00950613436.wav,knf_05550_00950613436.wav,kannada,5.856,16000,openslr
data\processed\kannada\knf_09123_01310418847.wav,knf_09123_01310418847.wav,kannada,3.392,16000,openslr
data\processed\tamil\taf_02916_01127609429.wav,taf_02916_01127609429.wav,tamil,6.016,16000,openslr
data\processed\tamil\taf_04125_01305044127.wav,taf_04125_01305044127.wav,tamil,3.808,16000,openslr
data\processed\kannada\knf_05550_01010202503.wav,knf_05550_01010202503.wav,kannada,3.616,16000,openslr
data\processed\hindi\0128_061.wav,0128_061.wav,hindi,4.64,16000,openslr
data\processed\english\m0001_us_m0001_00286.wav,m0001_us_m0001_00286.wav,english,5.248,16000,openslr
data\processed\english\m0003_us_m0003_00035.wav,m0003_us_m0003_00035.wav,english,3.424,16000,openslr
data\processed\malayalam\mlf_03228_01259852131.wav,mlf_03228_01259852131.wav,malayalam,5.184,16000,openslr
data\processed\malayalam\mlf_02879_01156236952.wav,mlf_02879_01156236952.wav,malayalam,7.648,16000,openslr
data\processed\english\f0005_us_f0005_00257.wav,f0005_us_f0005_00257.wav,english,4.288,16000,openslr
data\processed\tamil\taf_03822_00994976827.wav,taf_03822_00994976827.wav,tamil,3.072,16000,openslr
data\processed\hindi\0136_036.wav,0136_036.wav,hindi,5.984,16000,openslr
data\processed\kannada\knf_01493_00186301138.wav,knf_01493_00186301138.wav,kannada,3.328,16000,openslr
data\processed\hindi\0252_008.wav,0252_008.wav,hindi,4.352,16000,openslr
data\processed\english\f0003_us_f0003_00355.wav,f0003_us_f0003_00355.wav,english,3.36,16000,openslr
data\processed\malayalam\mlf_05401_00702333167.wav,mlf_05401_00702333167.wav,malayalam,4.608,16000,openslr
data\processed\kannada\knf_09696_00395299808.wav,knf_09696_00395299808.wav,kannada,7.52,16000,openslr
data\processed\tamil\taf_02042_00290766537.wav,taf_02042_00290766537.wav,tamil,4.896,16000,openslr
data\processed\tamil\taf_00008_02077679645.wav,taf_00008_02077679645.wav,tamil,3.168,16000,openslr
data\processed\tamil\taf_02916_01972496834.wav,taf_02916_01972496834.wav,tamil,4.096,16000,openslr
data\processed\kannada\knf_07901_01575365803.wav,knf_07901_01575365803.wav,kannada,6.24,16000,openslr
data\processed\hindi\0128_086.wav,0128_086.wav,hindi,5.36,16000,openslr
data\processed\english\m0003_us_m0003_00201.wav,m0003_us_m0003_00201.wav,english,4.672,16000,openslr
data\processed\tamil\taf_06478_01230255208.wav,taf_06478_01230255208.wav,tamil,6.464,16000,openslr
data\processed\english\f0005_us_f0005_00248.wav,f0005_us_f0005_00248.wav,english,3.104,16000,openslr
data\processed\tamil\taf_05572_01135915696.wav,taf_05572_01135915696.wav,tamil,3.008,16000,openslr
data\processed\hindi\0169_087.wav,0169_087.wav,hindi,4.384,16000,openslr
data\processed\kannada\knf_07598_01225016316.wav,knf_07598_01225016316.wav,kannada,5.92,16000,openslr
data\processed\hindi\0260_087.wav,0260_087.wav,hindi,3.572,16000,openslr
data\processed\kannada\knf_03574_00255771986.wav,knf_03574_00255771986.wav,kannada,6.88,16000,openslr
data\processed\tamil\taf_02330_01224063727.wav,taf_02330_01224063727.wav,tamil,4.245,16000,openslr
data\processed\tamil\taf_01484_01385466158.wav,taf_01484_01385466158.wav,tamil,4.544,16000,openslr
data\processed\kannada\knf_00557_00695287129.wav,knf_00557_00695287129.wav,kannada,4.384,16000,openslr
data\processed\english\m0001_us_m0001_00081.wav,m0001_us_m0001_00081.wav,english,3.776,16000,openslr
data\processed\malayalam\mlf_06469_02017431573.wav,mlf_06469_02017431573.wav,malayalam,3.008,16000,openslr
data\processed\malayalam\mlf_04310_01452369697.wav,mlf_04310_01452369697.wav,malayalam,3.072,16000,openslr
data\processed\malayalam\mlf_03228_01197362566.wav,mlf_03228_01197362566.wav,malayalam,4.736,16000,openslr
data\processed\hindi\0199_088.wav,0199_088.wav,hindi,5.6,16000,openslr
data\processed\hindi\0201_025.wav,0201_025.wav,hindi,5.248,16000,openslr
data\processed\hindi\0213_025.wav,0213_025.wav,hindi,5.312,16000,openslr
data\processed\malayalam\mlf_02925_01854858895.wav,mlf_02925_01854858895.wav,malayalam,4.064,16000,openslr
data\processed\kannada\knf_06123_00225598698.wav,knf_06123_00225598698.wav,kannada,5.888,16000,openslr
data\processed\english\m0002_us_m0002_00137.wav,m0002_us_m0002_00137.wav,english,4.096,16000,openslr
data\processed\hindi\0239_089.wav,0239_089.wav,hindi,4.544,16000,openslr
data\processed\malayalam\mlf_09852_01758606031.wav,mlf_09852_01758606031.wav,malayalam,8.096,16000,openslr
data\processed\kannada\knf_09696_00645605059.wav,knf_09696_00645605059.wav,kannada,6.336,16000,openslr
data\processed\english\f0002_us_f0002_00241.wav,f0002_us_f0002_00241.wav,english,3.232,16000,openslr
data\processed\malayalam\mlf_04720_01048810375.wav,mlf_04720_01048810375.wav,malayalam,4.608,16000,openslr
data\processed\english\m0001_us_m0001_00232.wav,m0001_us_m0001_00232.wav,english,5.024,16000,openslr
data\processed\tamil\taf_07910_01837602462.wav,taf_07910_01837602462.wav,tamil,4.32,16000,openslr
data\processed\tamil\taf_03822_02084867899.wav,taf_03822_02084867899.wav,tamil,5.344,16000,openslr
data\processed\tamil\taf_01484_00012923877.wav,taf_01484_00012923877.wav,tamil,3.68,16000,openslr
